,Unnamed: 0,state,cityid,sitetype,tag,type,mislabeled check,title,title_sub,businessname,url,domain,desc,last_update_date,location,operation_time,url_googlemap,url_moreplace,domain2,web_status,web_error
265,481,MN,2726630,news,farmersmarket,other,,Cafe owner: New farmers market to run through September,Hillsboro Banner|https://www.hillsborobanner.com| › news,,https://www.hillsborobanner.com/news/article_da2498fe-eb39-11ed-8e38-6308578e60d8.html,www.hillsborobanner.com,"May 5, 2023 — 28. Provost told city leaders that the farmers market will run from 4:30 to 7 p.m. on Thursday nights this summer and feature farmers selling ...","May 5, 2023",,,,,hillsborobanner.com,good,
266,236,MN,2709226,individual,farmersmarket,1,,Caledonia Farmers' Market,caledoniafarmersmarket.ca|,,"https://www.caledoniafarmersmarket.ca/#:~:text=farm%2c%20fresh%2c%20fun!&text=thursday%20evening%20from%202%2d7pm,fairgrounds%2c%20151%20caithness%20street%20east.",www.caledoniafarmersmarket.ca,,,,,,,caledoniafarmersmarket.ca,good,
267,235,MN,2709226,individual,farmersmarket,1,,Caledonia Farmers Market Association,Caledonia Farmers Market Association|,,https://www.caledoniafarmersmarket.com/,www.caledoniafarmersmarket.com,"Caledonia Farmers Market is the home of St Johnsbury and Danville Vermont Farmers' markets. Local produce, baked, crafts and more.",,,,,,caledoniafarmersmarket.com,good,
268,1045,MN,2737502,website,farmersmarket,1,,Calendar - Little Canada Farmers Market,"Little Canada, MN|http://www.ci.little-canada.mn.us| › Calendar",,http://www.ci.little-canada.mn.us/calendar.aspx?eid=884&month=7&year=2023&day=27&caltype=0,www.ci.little-canada.mn.us,"Join us Mondays 2-6 PM from June 12-October 9 for the Little Canada Farmers Market on 2920 Rice Street! Our vendors will have fruits, vegetables, jams & jellies ...",,,,,,ci.little-canada.mn.us,good,
269,482,MN,2709280,news,farmersmarket,1,,Callaway farmers market,Detroit Lakes Tribune|https://www.dl-online.com| › news › callaway-farmers-...,,https://www.dl-online.com/news/callaway-farmers-market,www.dl-online.com,"Jun 25, 2008 — Callaway Horizons non-profit organization is opening a farmers market on June 29 at noon in the park, located on the south edge of Callaway.",,,,,,dl-online.com,good,
270,72,MN,2709316,event,farmersmarket,1,,Calumet Farmers Market,Upper Peninsula Travel|https://www.uptravel.com| › event › calumet-farmers-...,,https://www.uptravel.com/event/calumet-farmers-market/3275/,www.uptravel.com,"Local Farmer's Market to take place on 6th St. in Downtown Calumet, next to the historic Calumet Theater. ENJOY A VARIETY OF DELICIOUS, FRESH & LOCAL ...",,,,,,uptravel.com,bad,404 Client Error: Not Found for url: https://www.uptravel.com/event/calumet-farmers-market/3275/
271,73,MN,2709316,event,farmersmarket,1,,Calumet Farmers Market,Visit Keweenaw|https://www.visitkeweenaw.com| › event › calumet-far...,,https://www.visitkeweenaw.com/event/calumet-farmers-market/232/,www.visitkeweenaw.com,"Shop at the Calumet Farmer's Market on Saturdays from 10-2PM on the 300 Block Greenspace 5th & 6th Street. Fresh produce, local baked goods, maple syrup, ...",,,,,,visitkeweenaw.com,bad,404 Client Error: Not Found for url: https://www.visitkeweenaw.com/event/calumet-farmers-market/232/
272,1046,MN,2709316,website,farmersmarket,1,,Calumet Farmers Market,Main Street Calumet|https://www.mainstreetcalumet.com| › farmers-market,,https://www.mainstreetcalumet.com/farmers-market.html,www.mainstreetcalumet.com,"Our market takes place in the 300 Block of 5th and 6th Streets, just south of the Historic Calumet Theatre! When: Join us on Saturday! ​ JUNE 18th -OCTOBER 8TH",,,,,,mainstreetcalumet.com,good,
273,237,MN,2707282,individual,farmersmarket,1,,Cambridge Farmers Market,,Cambridge Farmers Market,http://www.cambridgefarmersmarket.com/,www.cambridgefarmersmarket.com,In-store shopping,,"Cambridge, MN · (763) 200-1398",Closed ⋅ Opens 9 AM Sat,"https://www.google.com//maps/dir//Cambridge+Farmers+Market,+122+Buchanan+St+N,+Cambridge,+MN+55008/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x52b3abdab6d54b55:0x72139a1248e17f01?sa=X&ved=2ahUKEwjxmN-Nws6BAxWtk4kEHQKcC7sQ48ADegQIFBAA",,cambridgefarmersmarket.com,good,
274,1048,MN,2709370,website,farmersmarket,1,,Cambridge Farmers Market,Isanti County Integrated Collaborative|https://www.isanticountycollaborative.com| › activityca...,,https://www.isanticountycollaborative.com/activitycalendar/6sa5np4smxjk10mq59f3oo7oddvbxt-yses4,www.isanticountycollaborative.com,"... Cambridge Farmers Market. Located in the parking lot of City Center Market ... 9:00 AM 1:00 PM. Cambridge Farmers Market 122 Buchanan Street North Cambridge, MN, ...",,,,,,isanticountycollaborative.com,bad,"HTTPSConnectionPool(host='www.isanticountycollaborative.com', port=443): Max retries exceeded with url: /activitycalendar/6sa5np4smxjk10mq59f3oo7oddvbxt-yses4 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B4F13F0B50>: Failed to resolve 'www.isanticountycollaborative.com' ([Errno 11001] getaddrinfo failed)""))"
275,1047,MN,2731328,website,farmersmarket,1,,Cambridge Farmer's Market,isanticountycollaborative.com|https://www.isanticountycollaborative.com| › cambridg...,,https://www.isanticountycollaborative.com/activitycalendar/cambridge-farmers-market-1-b3f8g-xa63z-2z7rf-j78m4,www.isanticountycollaborative.com,"Jan 22, 2023 — Cambridge's Winter Farmer's Market is located Inside the City Center Mall. Source: https://www.cambridgefarmersmarket.com/.","Jan 22, 2023",,,,,isanticountycollaborative.com,bad,"HTTPSConnectionPool(host='www.isanticountycollaborative.com', port=443): Max retries exceeded with url: /activitycalendar/cambridge-farmers-market-1-b3f8g-xa63z-2z7rf-j78m4 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B4F14AA850>: Failed to resolve 'www.isanticountycollaborative.com' ([Errno 11001] getaddrinfo failed)""))"
276,483,MN,2731328,news,farmersmarket,1,,"Cambridge Farmers Market, Isanti Pubic Health join forces to ...",isanti-chisagocountystar.com|https://www.isanti-chisagocountystar.com| › news › the-p...,,https://www.isanti-chisagocountystar.com/news/the-power-of-produce-and-partnerships-cambridge-farmers-market-isanti-pubic-health-join-forces-to/article_58004a52-e834-11ec-abb9-1fe30e646908.html,www.isanti-chisagocountystar.com,"Jun 9, 2022 — According to Michelle Pivec, Isanti County Statewide Health Improvement Partnership coordinator, the Power of Produce Club is now up and running ...","Jun 9, 2022",,,,,isanti-chisagocountystar.com,good,
277,1049,MN,2709370,website,farmersmarket,1,,"Cambridge, MN Winter Farmers Market - Love Local",lovelocal.com|https://www.lovelocal.com| › Farmers Market,,https://www.lovelocal.com/farmersmarket/cambridge-mn-winter-farmers-market/,www.lovelocal.com,"Location. City Center Mall - 122 Buchanan St. N Cambridge, MN 55008. Location type. Other. Schedule. Season 1. November to April Select Sat: 9:00 AM-1:00 PM ...",,,,,,lovelocal.com,good,
278,484,MN,2754808,news,farmersmarket,1,,Camden Farmers Market moving from Minneapolis to ...,Star Tribune|https://www.startribune.com| › camden-farmers-market...,,https://www.startribune.com/camden-farmers-market-moving-from-minneapolis-to-robbinsdale/600132617/,www.startribune.com,"Jan 4, 2022 — The Camden Farmers Market, created in 2017 to bring healthier food to north Minneapolis, will move to the inner-ring suburb of Robbinsdale ...","Jan 4, 2022",,,,,startribune.com,good,
279,401,MN,2702728,individual facebbook,farmersmarket,1,,Canby Farmer's Market,,Canby Farmer's Market,https://m.facebook.com/canbymnfarmersmarket/,m.facebook.com,In-store shopping,,"Canby, MN · (605) 880-1455",,"https://www.google.com//maps/dir//Canby+Farmer's+Market,+Canby,+MN+56220/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x878a0563900d11d9:0x1dcc4a3619577ddc?sa=X&ved=2ahUKEwjr6oKF7c6BAxV6nokEHT9HDS0Q48ADegQIFBAA",,m.facebook.com,good,
280,1050,MN,2709604,website,farmersmarket,1,,Canby Farmer's Market - Farmlinqs,farmlinqs.com|https://farmlinqs.com| › Listings,,https://farmlinqs.com/farmers-market/minnesota/canby/canby-farmers-market/,farmlinqs.com,"Farmers' market in Canby Minnesota United States of America Canby Farmer's Market. Previous. Next. Canby Farmer's Market. Canby, MN 56220. +1 605-880-1455.",,,,,,farmlinqs.com,bad,"HTTPSConnectionPool(host='farmlinqs.com', port=443): Read timed out. (read timeout=2)"
281,485,MN,2709604,news,farmersmarket,1,,Canby Farmers Market Returns | News | canbyherald.com,Portland Tribune|https://pamplinmedia.com| › cby › 147-news › 542438-4...,,https://pamplinmedia.com/cby/147-news/542438-434406-canby-farmers-market-returns,pamplinmedia.com,"Apr 15, 2022 — The market runs every Saturday, 9 a.m. to 1 p.m. on Northwest Second and Holly Street near Gwynn's Coffeehouse through summer.","Apr 15, 2022",,,,,pamplinmedia.com,good,
282,1052,MN,2738060,website,farmersmarket,1,,Cannon Valley Farmers' Market,Minnesota Prairie Roots|https://mnprairieroots.com| › tag › cannon-valley-farm...,,https://mnprairieroots.com/tag/cannon-valley-farmers-market/,mnprairieroots.com,"May 19, 2021 — While there, also check out the Cannon Valley Farmers' Market under the carport at the Rice County Fairgrounds from 10 am – 2 pm. Some 20 area/ ...","May 19, 2021",,,,,mnprairieroots.com,good,
283,238,MN,2707678,individual,farmersmarket,1,,Cannon Valley Farmers' Market,,Cannon Valley Farmers' Market,http://www.cannonvalleyfarmersmarket.com/,www.cannonvalleyfarmersmarket.com,In-store shopping,,"Faribault, MN",Closed ⋅ Opens 4 PM Thu,"https://www.google.com//maps/dir//Cannon+Valley+Farmers'+Market,+1814+2nd+Ave+NW,+Faribault,+MN+55021/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x87f6f77d5374b997:0x3d6361dd061e34f6?sa=X&ved=2ahUKEwj0r4fr3c6BAxUZk4kEHV09BjAQ48ADegQIEBAA","https://www.google.com/search?sca_esv=569265910&tbs=lf:1,lf_ui:2&tbm=lcl&q=farmers+market+near+Bricelyn+city,+Minnesota&rflfq=1&num=10&sa=X&ved=2ahUKEwj0r4fr3c6BAxUZk4kEHV09BjAQjGp6BAgbEAE",cannonvalleyfarmersmarket.com,bad,"HTTPSConnectionPool(host='www.cannonvalleyfarmersmarket.com', port=443): Read timed out. (read timeout=2)"
284,1051,MN,2709730,website,farmersmarket,1,,Cannon Valley Farmers' Market,Cannon Valley Grown|https://cannonvalleygrown.org| › cannon-valley-farme...,,https://cannonvalleygrown.org/cannon-valley-farmers-market/,cannonvalleygrown.org,Cannon Valley Farmers' Market. ... We are small-scale farmers and producers from Minnesota's Cannon River valley ...,,,,,,cannonvalleygrown.org,bad,"HTTPSConnectionPool(host='cannonvalleygrown.org', port=443): Read timed out. (read timeout=2)"
285,74,MN,2717126,event,farmersmarket,1,,Cannon Valley Farmers' Market - Dundas - southernminn.com,southernminn.com|https://www.southernminn.com| › calendar › scene › can...,,https://www.southernminn.com/calendar/scene/cannon-valley-farmers-market---dundas/event_2795f538-ea9f-11ed-a344-138da27cc1b5.html,www.southernminn.com,"May 20, 2023 — Keepsake Cidery. 135th St. East Dundas,.","May 20, 2023",,,,,southernminn.com,good,
286,486,MN,2709730,news,farmersmarket,1,,Cannon Valley Farmers Market makes an early debut | News,southernminn.com|https://www.southernminn.com| › northfield_news › cann...,,https://www.southernminn.com/northfield_news/news/cannon-valley-farmers-market-makes-an-early-debut/article_fec2ece2-2511-57fc-9165-05f8414c21aa.html,www.southernminn.com,"Medford Creek's Karl Hunt featured many of his apiaries' products at the Faribault Farmers Market. Starting Saturday, he'll have a stand at Cannon Valley ...",,,,,,southernminn.com,good,
287,239,MN,2709730,individual,farmersmarket,1,,Cannon Valley Farmers' Market: Home,cannonvalleyfarmersmarket.com|,,https://cannonvalleyfarmersmarket.com/,cannonvalleyfarmersmarket.com,"The Cannon Valley Farmers' Market is focused on local foods and farm products. Mailing Address: Cannon Valley Farmers' Market, POB 631, Northfield, MN 55057.",,,,,,cannonvalleyfarmersmarket.com,good,
288,240,MN,2709802,individual,farmersmarket,1,correct,Canton Farmers Market,cantonfarmersmarket.org|,,https://www.cantonfarmersmarket.org/,www.cantonfarmersmarket.org,"Our Mission: Bring together local farmers and artisans who produce the highest quality goods and connect them to the Canton community, while providing education ...",,,,,,cantonfarmersmarket.org,bad,"HTTPSConnectionPool(host='www.cantonfarmersmarket.org', port=443): Read timed out. (read timeout=2)"
289,488,MN,2703628,news,farmersmarket,1,,Carlton County celebrates National Farmers Market Week,Pine Journal|https://www.pinejournal.com| › news › local › carlton-...,,https://www.pinejournal.com/news/local/carlton-county-celebrates-national-farmers-market-week,www.pinejournal.com,"Aug 8, 2023 — The Minnesota Department of Agriculture recognizes Aug. 6-12 as National Farmers Market Week -- Carlton County Farmers Market intends to ...","Aug 8, 2023",,,,,pinejournal.com,good,
290,1455,MN,2732966,website,farmersmarket,1,,carlton county farmers market,yaatree.nl|https://eyraeat.yaatree.nl| › carlton-county-farmers-mar...,,https://eyraeat.yaatree.nl/carlton-county-farmers-market.html,eyraeat.yaatree.nl,"6710 Butkiewicz Road, Kettle River, MN. Farmers Markets in WNY 2023 Guide | Food + Drink News. Erie County. Alden Farmers Market. 13119 Broadway Street ...",2023,,,,,eyraeat.yaatree.nl,bad,"HTTPSConnectionPool(host='eyraeat.yaatree.nl', port=443): Max retries exceeded with url: /carlton-county-farmers-market.html (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B4F1126790>: Failed to resolve 'eyraeat.yaatree.nl' ([Errno 11001] getaddrinfo failed)""))"
291,241,MN,2704456,individual,farmersmarket,1,,Carlton County Farmers Market,Carlton County Farmers Market|,,https://www.carltoncountyfarmersmarket.com/,www.carltoncountyfarmersmarket.com,"New and familiar vendors will bring you fresh fruits and vegetables, garden plants, breads and baked goods, jams, jellies and pickles, eggs & meat, ...",,,,,,carltoncountyfarmersmarket.com,good,
292,1456,MN,2710018,website,farmersmarket,1,,carlton county farmers market - berim.nl,berim.nl|https://mrbbien.berim.nl| › carlton-county-farmers-mar...,,https://mrbbien.berim.nl/carlton-county-farmers-market.html,mrbbien.berim.nl,"carlton county farmers marketS t. P aul, M N 55 103 | 6 51 -4 86 -98 60 P h one | 651. Canby Farmers Market. Cannon River Fiber Farm.",,,,,,mrbbien.berim.nl,bad,"HTTPSConnectionPool(host='mrbbien.berim.nl', port=443): Max retries exceeded with url: /carlton-county-farmers-market.html (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B4F13D2C90>: Failed to resolve 'mrbbien.berim.nl' ([Errno 11001] getaddrinfo failed)""))"
293,242,MN,2710018,individual,farmersmarket,1,,Carlton County Farmers Market - Carlton,,Carlton County Farmers Market - Carlton,https://www.carltoncountyfarmersmarket.com/,www.carltoncountyfarmersmarket.com,In-store shopping,,90 Chestnut Ave,Closed ⋅ Opens 4 PM Tue,"https://www.google.com//maps/dir//Carlton+County+Farmers+Market+-+Carlton,+90+Chestnut+Ave,+Carlton,+MN+55718/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x52ae31797088419f:0x3fa2c539a812fe2b?sa=X&ved=2ahUKEwjZj-bq8c6BAxXUk4kEHd7ADwAQ48ADegQIEBAA",,carltoncountyfarmersmarket.com,good,
294,243,MN,2710018,individual,farmersmarket,1,,Carlton County Farmers Market - Cloquet,,Carlton County Farmers Market - Cloquet,https://www.carltoncountyfarmersmarket.com/,www.carltoncountyfarmersmarket.com,In-store shopping,,"Cloquet, MN",Closed ⋅ Opens 9 AM Sat,"https://www.google.com//maps/dir//Carlton+County+Farmers+Market+-+Cloquet,+904+MN-33,+Cloquet,+MN+55720/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x52ae2f4ffe709023:0xb479a75a0e40da64?sa=X&ved=2ahUKEwjZj-bq8c6BAxXUk4kEHd7ADwAQ48ADegQIDxAA",,carltoncountyfarmersmarket.com,good,
295,1053,MN,2758936,website,farmersmarket,1,,"Carlton County Farmers Market - Overview, News & ...",ZoomInfo|https://www.zoominfo.com| › carlton-county-farmers-...,,https://www.zoominfo.com/c/carlton-county-farmers-market/392679106,www.zoominfo.com,"Carlton County Farmers Market's headquarters are located at 904 Hwy 33 S, Cloquet, Minnesota, 55720, United States What is Carlton County Farmers Market's phone ...",,,,,,zoominfo.com,bad,403 Client Error: Forbidden for url: https://www.zoominfo.com/c/carlton-county-farmers-market/392679106
296,487,MN,2712160,news,farmersmarket,1,,Carlton County Farmers' Market to kick off 2022 season,Pine Journal|https://www.pinejournal.com| › news › local › carlton-...,,https://www.pinejournal.com/news/local/carlton-county-farmers-market-to-kick-off-2022-season,www.pinejournal.com,"The market will run from 9 a.m. to noon on Saturdays in front of Premiere Theatres, 904 Minnesota Highway 33, Cloquet, according to a news release. It will ...",,,,,,pinejournal.com,good,
297,244,MN,2710018,individual,farmersmarket,1,,Carlton County Farmers Market: Home,Carlton County Farmers Market|,,https://carltoncountyfarmersmarket.square.site/,carltoncountyfarmersmarket.square.site,"Join us at the market! New and familiar vendors will bring you fresh fruits and vegetables, garden plants, breads and baked goods, jams, ...",,,,,,carltoncountyfarmersmarket.square.site,good,
298,75,MN,2732912,event,farmersmarket,1,,Carrick Farmers Market | pittsburghpa.gov,City of Pittsburgh (.gov)|https://pittsburghpa.gov| › events › carrick-market,,https://pittsburghpa.gov/events/carrick-market,pittsburghpa.gov,"Carrick Farmers Market -- OPENS WEDNESDAY, MAY 24, 2023. Carrick. Wednesday 3-7 ... City Clerk's Office · City Council · Controller's Office · Mayor's Office","WEDNESDAY, MAY 24, 2023",,,,,pittsburghpa.gov,bad,"HTTPSConnectionPool(host='pittsburghpa.gov', port=443): Max retries exceeded with url: /events/carrick-market (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
299,489,MN,2730842,news,farmersmarket,1,,Carytown Farmers Market,Richmond Kickers|https://www.richmondkickers.com| › Events,,https://www.richmondkickers.com/event/carytown-farmers-market-2/2023-07-09/,www.richmondkickers.com,"Jul 9, 2023 — Make plans to shop locally, enjoy live music, and indulge in a craft beverage! ​The market was created to provide local farmers, makers, and ...","9, 2023",,,,,richmondkickers.com,good,
300,71,MN,2745430,event,farmersmarket,1,,CCSL at the New Brighton Farmers Market,Como Community Seed Library|https://www.comoseedlibrary.org| › events › ccsl-at-the...,,https://www.comoseedlibrary.org/events/ccsl-at-the-new-brighton-farmers-market-opening-day-b5fny-x7hdl,www.comoseedlibrary.org,"Sep 13, 2023 — CCSL at the New Brighton Farmers Market · MN SEED Project at Gibbs Farm · MN SEED Project -Seed Collection at Monarch City · Cultivator Newsletter.","Sep 13, 2023",,,,,comoseedlibrary.org,good,
301,76,MN,2738996,event,farmersmarket,1,,Cedar Rapids Downtown Farmers Market,Cedar Rapids Metro Economic Alliance|https://www.cedarrapids.org| › Our Events,,https://www.cedarrapids.org/economic-alliance-events/downtown-farmers-market/,www.cedarrapids.org,Our award-winning market is THE summer event on select Saturday mornings in downtown Cedar Rapids! Rated a “Best in Class” Farmers Market by American Farmland ...,,,,,,cedarrapids.org,good,
302,245,MN,2702908,individual,farmersmarket,1,,"Cedar River Farmers Market - Austin, MN","Cedar River Farmers Market - Austin, MN|",,https://cedarriverfarmersmarket.com/,cedarriverfarmersmarket.com,Growing a market experience that nourishes and inspires community ... Farm fresh goodness straight from our vendors to your table! ... Feel the beat and experience ...,,,,,,cedarriverfarmersmarket.com,good,
303,490,MN,2702908,news,farmersmarket,other,,Cedar River Farmers Market to Get Permanent Set Up in ...,KDHL AM 920|https://kdhlradio.com| › cedar-river-farmers-market-pe...,,https://kdhlradio.com/cedar-river-farmers-market-permanent-set-up-austin-minnesota/,kdhlradio.com,"May 12, 2021 — The Cedar River Farmers Market is getting a permanent location in Austin, Minnesota near the Terp Ballroom. The request was approved by the ...","May 12, 2021",,,,,kdhlradio.com,good,
304,491,MN,2717900,news,farmersmarket,1,,Celebrate Minnesota Farmers Market Week,Alexandria Echo Press|https://www.echopress.com| › business › celebrate-min...,,https://www.echopress.com/business/celebrate-minnesota-farmers-market-week,www.echopress.com,"Jul 29, 2014 — The kick-off will be held on Saturday, August 2 from 10:30 a.m. to 1 p.m. at the Holmes City Farmers Market. The Holmes City Farmers Market won ...","Jul 29, 2014",,,,,echopress.com,good,
305,492,MN,2730842,news,farmersmarket,1,should be other,Celebrating Hispanic Heritage Month at the farmers' market ...,"Daily Journal | Kankakee, Illinois|https://www.daily-journal.com| › gallery › photos-celebra...",,https://www.daily-journal.com/gallery/photos-celebrating-hispanic-heritage-month-at-the-farmers-market/collection_c25e05aa-5666-11ee-ab71-2f25842d8ac8.html,www.daily-journal.com,"Sep 20, 2023 — Hispanic Heritage Month runs from Sept. 15 through Oct. 15, and Saturday was Mexican Independence Day. ... Minnesota, Mississippi, Missouri ...","Sep 20, 2023",,,,,daily-journal.com,good,
306,493,MN,2718188,news,farmersmarket,1,,Centennial Lakes Farmers Market - Twin Cities Things To Do,Star Tribune|https://m.startribune.com| › variety › calendar › details,,https://m.startribune.com/variety/things-to-do/calendar/details/centennial-lakes-farmers-market/12093660/2023-09-28t15,m.startribune.com,"1 day ago — Centennial Lakes Farmers Market: Thu. 3-7 p.m., 7499 France Av. S., Edina, edinamn.gov. June 8-Sept. 28. 7499 France ...",,,,,,m.startribune.com,good,
307,1054,MN,2718188,website,farmersmarket,1,,Centennial Lakes Farmers Market opens this Thursday in Edina,hometownsource.com|https://www.hometownsource.com| › sun_current › free,,https://www.hometownsource.com/sun_current/free/centennial-lakes-farmers-market-opens-this-thursday-in-edina/article_591664d0-04a3-11ee-8ef6-8b3d48eb819e.html,www.hometownsource.com,"Jun 6, 2023 — The Centennial Lakes Farmers Market opens its season June 8 with four new vendors, weekly live music, monthly special kids' activities and ...","Jun 6, 2023",,,,,hometownsource.com,good,
308,1055,MN,2710648,website,farmersmarket,1,,Centerville mn farmers market - kazanoglu.com,kazanoglu.com|https://dbme.kazanoglu.com| › centerville-mn-farmers-...,,https://dbme.kazanoglu.com/centerville-mn-farmers-market/10035816,dbme.kazanoglu.com,"Centerville mn farmers market. WebCenterville Market, Centerville, Louisiana. 1,782 likes · 53 talking about this · 2 were here. Grocery Store usni alamat ...",,,,,,dbme.kazanoglu.com,bad,"HTTPSConnectionPool(host='dbme.kazanoglu.com', port=443): Max retries exceeded with url: /centerville-mn-farmers-market/10035816 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B4F135B610>: Failed to resolve 'dbme.kazanoglu.com' ([Errno 11001] getaddrinfo failed)""))"
309,881,MN,2758684,news - listings,farmersmarket,listings,,Central MN Farmers' Markets,St. Cloud Shines|https://blog.stcloudshines.com| › blog › central-mn-far...,,https://blog.stcloudshines.com/blog/central-mn-farmers-markets,blog.stcloudshines.com,"Jul 26, 2021 — Thursdays from 3pm-6pm in the Sauk Rapids Coborns parking lot. Albany Local Farmers Market: Thursdays starting in June from 3pm-6pm. St. Joseph ...","Jul 26, 2021",,,,,blog.stcloudshines.com,good,
310,882,MN,2756896,news - listings,farmersmarket,listings,,Central MN's 2021 Farmers Market Guide - MIX 94.9,mix949.com|https://mix949.com| › central-mns-2021-farmers-mark...,,https://mix949.com/central-mns-2021-farmers-market-guide/,mix949.com,"Apr 27, 2021 — St. Cloud-Waite Park Harvest Market: (previously held in Cashwise Foods parking lot in Waite Park) They're in the parking lot of the Backwards ...","Apr 27, 2021",,,,,mix949.com,good,
311,234,MN,2711566,individual,farmersmarket,1,,CGUCC Farmers' Market,,CGUCC Farmers' Market,https://www.cgucc.org/cottage-grove-ucc-farmers-market/,www.cgucc.org,In-store shopping,,"Cottage Grove, MN · (651) 459-1501",Closed ⋅ Opens 2:30 PM Thu,"https://www.google.com//maps/dir//CGUCC+Farmers'+Market,+7008+Lamar+Ave+S,+Cottage+Grove,+MN+55016/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x87f7db0b8d9ef3f9:0xaaaa7a83d6d325fc?sa=X&ved=2ahUKEwia_b7y3c6BAxXakIkEHRgLD2UQ48ADegQIFBAA",,cgucc.org,good,
312,494,MN,2710846,news,farmersmarket,1,,Champlin Farmers Market,TownPlanner.com|https://www.townplanner.com| › event,,https://www.townplanner.com/event/557757,www.townplanner.com,"The best daytime market around! Located at the Champlin Ice Forum, just off Hwy 169 N & 120th Ave in Champlin. Many Minnesota grown fruits, veggies & more!",,,,,,townplanner.com,good,
313,1056,MN,2710846,website,farmersmarket,1,,Champlin Farmers Market,"Champlin, MN|https://www.ci.champlin.mn.us| › Calendar",,https://www.ci.champlin.mn.us/calendar.aspx?eid=325,www.ci.champlin.mn.us,"City of Champlin 11955 Champlin Drive Champlin, MN 55316. Phone: 763-421-8100 · Quick Links · Agendas & Meetings · Public Notices & Bid Opportunities.",,,,,,ci.champlin.mn.us,good,
314,1457,MN,2704960,website,farmersmarket,1,,champlin farmers market,superboxsprings.nl|https://epoubsr.superboxsprings.nl| › champlin-farmers...,,https://epoubsr.superboxsprings.nl/champlin-farmers-market,epoubsr.superboxsprings.nl,"Bellingham, WA 98225. ​. We are located in the alley behind the farmer's market. Brewer license approved for Elm Creek Brewing, food truck …. Every ...",,,,,,epoubsr.superboxsprings.nl,bad,"HTTPSConnectionPool(host='epoubsr.superboxsprings.nl', port=443): Max retries exceeded with url: /champlin-farmers-market (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B4F136F990>: Failed to resolve 'epoubsr.superboxsprings.nl' ([Errno 11001] getaddrinfo failed)""))"
315,495,MN,2710846,news,farmersmarket,1,,Champlin Farmers Market launching at new location next month,hometownsource.com|https://www.hometownsource.com| › news › local › cham...,,https://www.hometownsource.com/press_and_news/news/local/champlin-farmers-market-launching-at-new-location-next-month/article_954f631a-1b74-11ee-ba74-4349353cfce5.html,www.hometownsource.com,"Jul 7, 2023 — The Champlin Farmers Market will open its 2023 summer season at a new location this year. The newly-completed Mississippi Crossings Event ...","Jul 7, 2023",,,,,hometownsource.com,good,
316,883,MN,2710468,news - listings,farmersmarket,listings,TX,"Changes made to Waco, Killeen Farmers Markets",KWKT - FOX 44|https://www.fox44news.com| › news › local-news › ch...,,https://www.fox44news.com/news/local-news/changes-made-to-waco-killeen-farmers-markets/,www.fox44news.com,"6 days ago — In addition, the Bridge Street Farmers Market is back for the fall season! Visitors can come out every Wednesday night, from 5 p.m. until 8 p.m. ...",,,,,,fox44news.com,good,
317,77,MN,2710918,event,farmersmarket,1,,Chanhassen Farmers Market,Find Food Carver County|https://findfoodcarvercounty.org| › tribe_venue=chanh...,,https://findfoodcarvercounty.org/?post_type=tribe_venue&eventdisplay=list&tribe_venue=chanhassen-farmers-market,findfoodcarvercounty.org,Chanhassen Farmers Market · September 24 @ 4:22 am · Details · Venue.,,,,,,findfoodcarvercounty.org,good,
318,246,MN,2710918,individual,farmersmarket,1,,Chanhassen Farmers' Market,Chanhassen Farmers' Market|,,https://www.chanhassenfarmersmarket.org/,www.chanhassenfarmersmarket.org,"The Chanhassen Farmer's Market offers 30+ different vendors throughout the year, that provide homemade products and produce you can't find anywhere else!",,,,,,chanhassenfarmersmarket.org,good,
319,496,MN,2710918,news,farmersmarket,1,,Chanhassen Farmers Market - Twin Cities Things To Do,Star Tribune|https://m.startribune.com| › variety › calendar › details,,https://m.startribune.com/variety/things-to-do/calendar/details/chanhassen-farmers-market/12108236/2023-08-26t09,m.startribune.com,"Aug 26, 2023 — 7700 Market Blvd. Chanhassen, MN. Directions. Price. Free. Visit ...","Aug 26, 2023",,,,,m.startribune.com,good,
